StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2804,18,Female,Caucasian,None,6.656367222,12,No,Very High,No,No,No,No,2.49968118,3
2805,15,Male,Caucasian,High School,15.09745058,25,Yes,Moderate,Yes,No,No,No,0.89524998,4
2806,17,Male,Caucasian,Some College,12.97390085,27,No,High,Yes,No,Yes,No,0.774284814,4
2807,18,Male,Caucasian,Some College,12.74890757,7,Yes,High,No,Yes,No,No,3.014802534,1
2808,15,Male,African American,High School,11.06855402,14,No,High,No,No,No,No,1.821442174,4
2809,18,Female,Asian,High School,0.227793362,5,No,Very High,No,No,No,No,2.543009095,2
2810,16,Female,Caucasian,Bachelor's,13.93014367,26,No,Low,Yes,No,No,No,0.64545438,4
2811,16,Female,Caucasian,Some College,7.520835822,5,No,None,No,No,No,No,2.631367841,2
2812,15,Female,Other,High School,18.8521942,3,No,None,Yes,No,No,No,2.712420466,2
2813,17,Female,Caucasian,High School,16.35969542,10,No,High,No,Yes,No,No,2.672755461,2
2814,15,Female,Caucasian,High School,11.75388939,20,No,Very High,No,No,Yes,No,1.714811785,4
2815,18,Female,African American,Bachelor's,5.043639636,29,Yes,Moderate,Yes,No,No,No,0.210979179,4
2816,17,Female,African American,Some College,4.074347866,17,No,High,Yes,No,No,No,1.859071573,4
2817,16,Female,Caucasian,Some College,6.807696754,2,No,None,No,Yes,No,No,2.672866707,2
2818,17,Female,Caucasian,Some College,9.531358872,2,No,Low,Yes,No,No,No,2.719201157,2
2819,16,Male,Caucasian,High School,5.921310201,29,No,High,Yes,No,No,No,0.736992886,4
2820,17,Female,African American,Bachelor's,10.29858991,11,Yes,None,Yes,No,No,No,2.295213478,3
2821,17,Male,African American,Some College,3.30740851,26,Yes,Moderate,Yes,Yes,No,No,0.840690941,4
2822,17,Male,Caucasian,High School,19.55425626,20,Yes,High,No,Yes,No,No,2.131628504,3
2823,18,Male,African American,High School,2.158491099,29,Yes,High,Yes,Yes,Yes,Yes,0.992296574,4
2824,18,Male,Asian,Some College,18.63888279,20,No,Moderate,Yes,Yes,No,No,1.451872243,4
2825,15,Female,Caucasian,Bachelor's,18.27156023,5,No,High,No,No,Yes,Yes,2.860396826,2
2826,15,Male,Caucasian,High School,10.50720964,20,No,Moderate,No,No,No,No,1.182565054,4
2827,16,Female,African American,Bachelor's,14.49820544,27,Yes,None,No,No,No,No,0.130654238,4
2828,18,Female,Caucasian,Some College,8.720965959,5,Yes,High,Yes,No,No,No,3.362716215,1
2829,16,Male,Caucasian,High School,12.60069155,7,No,Low,Yes,No,No,Yes,2.251847104,3
2830,15,Female,African American,None,6.811518748,14,No,None,No,Yes,No,No,1.688476384,4
2831,16,Male,Asian,High School,6.023180396,17,Yes,Moderate,No,No,No,Yes,1.815401718,4
2832,15,Male,Asian,Some College,11.56459572,19,No,High,No,No,No,No,1.494869559,4
2833,18,Female,African American,High School,9.962593484,28,Yes,Low,No,Yes,No,No,0,4
2834,17,Female,Asian,High School,11.59072738,15,No,None,No,No,No,Yes,1.571786434,4
2835,18,Male,Caucasian,Some College,5.733211626,5,No,Low,No,No,No,Yes,2.234685549,3
2836,16,Female,African American,Some College,7.339156636,27,No,Moderate,Yes,No,No,No,0.508656501,4
2837,16,Female,Caucasian,High School,1.677959213,20,No,Moderate,No,No,No,No,0.70167991,4
2838,18,Female,Caucasian,Some College,1.045527445,16,No,Low,Yes,Yes,No,No,1.817789572,4
2839,18,Male,Asian,Some College,5.069142593,8,No,High,No,No,No,No,2.337558462,3
2840,15,Male,African American,Some College,1.484937187,18,Yes,High,Yes,Yes,No,No,1.763324116,4
2841,16,Female,Caucasian,Bachelor's,2.075494173,17,No,High,No,No,No,No,1.580149839,4
2842,16,Female,Other,High School,16.25856811,24,Yes,Moderate,Yes,No,No,No,1.513660413,4
2843,18,Female,Caucasian,Bachelor's,0.77747394,22,No,Moderate,No,No,Yes,No,0.546839868,4
2844,17,Female,Caucasian,Some College,13.17885588,4,Yes,Moderate,No,No,No,No,3.112170722,1
2845,16,Female,Caucasian,Some College,5.451154976,27,No,Moderate,No,No,No,No,0.30759406,4
2846,17,Male,Asian,Some College,17.43091361,5,No,None,No,No,No,No,2.22851143,3
2847,18,Female,Asian,Some College,9.699845692,11,No,High,Yes,No,No,Yes,2.506415414,2
2848,18,Male,Caucasian,High School,6.111529187,10,No,Moderate,No,No,No,No,1.977538044,4
2849,15,Female,African American,Some College,10.35277871,15,Yes,Low,Yes,No,No,No,2.340811013,3
2850,16,Male,Caucasian,Some College,7.639160381,19,No,Low,No,No,No,Yes,1.26112824,4
2851,17,Female,Asian,Some College,11.28602129,16,No,Low,Yes,No,Yes,No,1.783001896,4
2852,15,Male,Caucasian,High School,2.290657367,19,Yes,Very High,No,No,No,No,1.501240092,4
2853,16,Female,Caucasian,Bachelor's,19.93981006,8,No,Low,No,Yes,No,Yes,2.239253985,3
2854,15,Male,Other,Some College,8.511117554,0,Yes,High,No,Yes,No,No,3.823801328,0
2855,18,Male,Caucasian,None,6.964612794,25,No,Moderate,Yes,Yes,No,Yes,0.895261805,4
2856,16,Male,Caucasian,Some College,14.20419697,2,Yes,High,No,Yes,No,No,3.532640383,0
2857,15,Male,African American,Some College,7.27798813,20,No,Moderate,No,No,No,No,1.022641734,4
2858,15,Male,Other,Some College,16.6654861,22,Yes,Very High,No,No,No,No,1.960538709,4
2859,17,Male,Caucasian,Some College,9.085414487,8,No,Low,No,Yes,Yes,No,2.745491801,2
2860,15,Female,Caucasian,Bachelor's,14.39116827,21,No,Moderate,No,No,Yes,Yes,1.554112899,4
2861,16,Male,Caucasian,High School,2.149064329,18,No,Low,No,No,No,No,0.706825346,4
2862,16,Female,African American,Some College,16.92238371,12,No,Moderate,Yes,Yes,No,No,2.823600085,2
2863,17,Female,Caucasian,Bachelor's,14.71435974,22,No,Moderate,Yes,No,Yes,No,1.293408827,4
2864,16,Female,African American,Bachelor's,4.234335569,13,No,High,Yes,No,No,No,2.126276926,3
2865,18,Female,Other,Some College,2.905720195,19,No,Moderate,No,No,No,No,1.112671201,4
2866,16,Female,Caucasian,Bachelor's,6.325846975,18,Yes,None,No,No,Yes,No,1.261587709,4
2867,16,Male,Caucasian,None,19.52141172,29,No,High,Yes,Yes,No,No,1.078485135,4
2868,15,Male,Caucasian,Bachelor's,5.136631491,22,Yes,Moderate,No,No,No,Yes,0.675458391,4
2869,15,Male,Caucasian,High School,9.122544179,26,No,Low,No,Yes,Yes,No,0.68547287,4
2870,16,Female,Asian,High School,0.600404514,26,No,Very High,Yes,Yes,Yes,No,1.020926365,4
2871,17,Male,Caucasian,High School,7.944550591,6,Yes,Very High,No,No,No,No,3.427620858,1
2872,15,Male,Caucasian,Some College,11.42640031,3,Yes,High,No,No,No,No,3.248572792,1
2873,17,Male,African American,High School,19.06249225,11,No,High,No,No,No,No,2.278951505,3
2874,16,Male,Caucasian,High School,10.3347209,22,No,None,No,Yes,No,No,0.833079022,4
2875,16,Male,African American,High School,16.38214652,26,No,Very High,No,No,No,No,0.857092794,4
2876,18,Female,Caucasian,High School,10.94255285,13,No,Moderate,No,Yes,No,No,1.744497663,4
2877,15,Male,Asian,Some College,0.815700269,1,No,Low,No,No,Yes,Yes,2.806877505,2
2878,16,Female,Other,Some College,6.300165504,0,No,High,Yes,No,Yes,No,3.490543307,1
2879,18,Female,African American,High School,11.51099016,27,No,Low,No,Yes,No,No,0.693964852,4
2880,15,Female,Other,Some College,19.01187932,17,No,Moderate,Yes,No,No,No,2.161558737,3
2881,16,Female,Caucasian,Bachelor's,17.1826072,19,Yes,Low,No,No,No,No,1.893344472,4
2882,16,Female,Caucasian,Some College,4.567112284,7,Yes,Moderate,Yes,No,Yes,No,2.882958071,2
2883,15,Male,African American,High School,4.4021966,2,No,Moderate,Yes,Yes,No,Yes,3.270373861,1
2884,15,Male,African American,Some College,4.023459342,25,No,Moderate,Yes,Yes,Yes,No,1.0270156,4
2885,15,Male,Caucasian,High School,18.44997793,5,No,None,Yes,Yes,No,Yes,2.489668902,3
2886,16,Female,Caucasian,High School,17.05332306,21,Yes,Moderate,No,No,No,No,1.708798771,4
2887,16,Male,Caucasian,High School,15.49766865,12,No,Moderate,No,No,Yes,No,2.324093257,3
2888,18,Male,Caucasian,Bachelor's,7.854702284,8,No,Low,No,No,No,No,2.197491146,3
2889,17,Female,Caucasian,High School,10.08761409,8,No,Very High,No,No,No,Yes,2.5001133,2
2890,15,Female,Asian,None,9.286634896,19,No,Moderate,No,No,No,No,1.050005852,4
2891,16,Female,Caucasian,High School,5.067962151,8,No,High,No,No,Yes,Yes,2.438440919,3
2892,16,Female,Caucasian,Bachelor's,10.10056092,14,Yes,Low,No,No,No,No,1.914601844,4
2893,15,Male,African American,Some College,0.609930957,12,No,Moderate,Yes,Yes,No,No,1.62783713,4
2894,17,Female,African American,High School,2.63620747,21,No,Low,Yes,Yes,No,No,1.069524152,4
2895,15,Female,Asian,Some College,17.73179192,15,No,Moderate,No,Yes,No,No,2.369652313,3
2896,17,Male,African American,Some College,15.03359534,1,No,Low,No,No,No,No,2.974740695,2
2897,16,Male,Caucasian,Some College,8.457368181,25,No,Moderate,Yes,No,No,No,0.357808892,4
2898,17,Female,Asian,High School,10.34300725,13,No,Moderate,No,No,Yes,Yes,1.92255149,4
2899,18,Male,African American,Bachelor's,7.399977719,26,No,Low,No,No,No,No,0.330966908,4
2900,16,Female,Caucasian,High School,14.81559734,5,Yes,High,No,No,No,Yes,3.219685483,1
2901,18,Female,African American,Some College,15.68374358,1,Yes,Very High,No,Yes,No,No,3.951459951,0
2902,15,Male,Other,None,15.2657038,7,No,Low,No,No,No,No,2.795210553,2
2903,15,Male,Caucasian,High School,14.4522345,3,Yes,High,Yes,No,No,No,3.561743268,0
2904,15,Female,Caucasian,High School,4.090086774,20,Yes,High,No,No,No,No,1.361088227,4
2905,17,Female,Caucasian,Some College,6.759399585,23,No,Moderate,No,No,Yes,No,0.738958982,4
2906,16,Female,Caucasian,None,9.3969087,13,No,High,Yes,No,No,Yes,2.320772544,3
2907,15,Male,Caucasian,Some College,6.615859829,10,No,Very High,Yes,No,No,No,2.837891418,2
2908,15,Female,African American,High School,15.098804,23,No,Moderate,No,No,No,Yes,0.827339491,4
2909,16,Female,Caucasian,Some College,6.587070485,27,Yes,High,Yes,No,No,Yes,0.875883705,4
2910,15,Female,Other,Bachelor's,2.764641736,13,No,High,Yes,No,No,No,1.467968316,4
2911,18,Female,Asian,Some College,7.980809041,11,No,Moderate,Yes,No,Yes,No,2.122102757,3
2912,16,Female,African American,Some College,19.59828866,15,No,Moderate,Yes,No,No,No,2.481813409,3
2913,16,Male,Asian,Some College,4.517628259,5,No,Very High,Yes,No,No,No,2.876083673,2
2914,16,Female,Caucasian,High School,12.24317318,19,No,High,No,Yes,No,No,1.662692199,4
2915,18,Female,Caucasian,Bachelor's,8.659460997,0,No,Low,Yes,No,No,No,2.964058726,2
2916,16,Female,African American,High School,1.420491353,11,No,Low,Yes,No,Yes,No,2.032178463,3
2917,18,Female,Asian,Some College,9.75753212,6,Yes,Very High,No,Yes,No,No,3.207819245,1
2918,16,Male,Asian,Some College,14.04328657,7,Yes,None,No,No,No,No,2.553484846,2
2919,17,Male,Caucasian,High School,10.26439952,8,Yes,High,Yes,Yes,No,No,3.128858646,1
2920,15,Male,Other,High School,17.44212127,1,Yes,Low,Yes,Yes,No,No,4,0
2921,17,Female,Caucasian,Some College,5.778740333,16,Yes,None,No,No,No,Yes,1.357062701,4
2922,15,Female,Asian,Bachelor's,1.724983426,19,No,None,No,Yes,No,No,0.684887998,4
2923,18,Male,Other,Bachelor's,18.73131223,12,No,Moderate,Yes,No,No,No,2.234696287,3
2924,17,Male,Caucasian,Some College,7.563926991,4,No,None,No,No,No,Yes,1.953200561,4
2925,16,Male,Asian,Some College,11.52811103,9,No,Moderate,No,Yes,No,No,2.470924003,3
2926,15,Female,Caucasian,Bachelor's,15.84006252,11,No,High,No,Yes,No,No,2.512488759,2
2927,15,Female,Caucasian,None,6.486273278,16,Yes,Moderate,No,No,Yes,No,2.097251578,3
2928,17,Male,African American,High School,14.32329076,20,No,High,Yes,No,No,Yes,1.345131463,4
2929,18,Male,African American,Some College,2.708376996,5,No,Moderate,No,No,No,Yes,2.241727972,3
2930,17,Male,Other,Bachelor's,5.825874944,2,No,Moderate,No,No,No,No,2.637348955,2
2931,18,Female,African American,Bachelor's,2.894212723,27,No,Moderate,No,No,Yes,No,0.286110039,4
2932,18,Female,Caucasian,Some College,16.22461117,14,Yes,Moderate,No,Yes,No,No,2.084547707,3
2933,15,Female,Asian,None,4.452984705,6,No,Very High,Yes,No,No,No,2.777885894,2
2934,17,Male,Other,Some College,14.34807111,29,No,High,No,No,No,No,0.484183196,4
2935,17,Male,Caucasian,High School,18.86596794,5,No,Moderate,No,No,No,No,2.875735286,2
2936,18,Female,Other,High School,10.55544418,3,Yes,High,No,No,No,No,3.471337214,1
2937,17,Male,Caucasian,Some College,10.80058385,18,No,Moderate,No,No,No,No,1.318074459,4
2938,16,Female,Asian,None,9.220671362,4,No,Low,Yes,No,No,No,2.715908932,2
2939,16,Male,Caucasian,Bachelor's,6.517802868,2,Yes,Moderate,No,Yes,No,No,3.474561845,1
2940,17,Male,Caucasian,Some College,9.513100618,25,No,High,Yes,No,No,No,0.934942991,4
2941,17,Male,Caucasian,Some College,12.05615065,24,No,Moderate,No,No,No,Yes,0.51852243,4
2942,18,Male,African American,None,19.71983144,8,No,High,No,Yes,No,No,2.726094629,2
2943,16,Female,Caucasian,High School,18.75529119,5,Yes,Moderate,Yes,No,No,No,3.09906465,1
2944,16,Male,Caucasian,None,17.24305917,12,No,Moderate,Yes,No,No,No,2.073545292,3
2945,15,Female,African American,Higher,17.78261071,26,No,Very High,Yes,Yes,Yes,No,1.983133992,4
2946,18,Female,Other,Bachelor's,9.356983666,21,No,Moderate,No,No,No,No,0.766273679,4
2947,15,Female,Caucasian,Some College,13.14888654,27,No,High,No,No,No,No,0.636132934,4
2948,16,Male,Caucasian,High School,17.90133446,29,No,High,Yes,Yes,Yes,No,1.148033413,4
2949,18,Female,Caucasian,Bachelor's,7.8590153,19,No,Very High,No,Yes,Yes,No,1.75040468,4
2950,17,Female,Caucasian,High School,19.23524957,3,No,None,Yes,No,No,No,2.821108107,2
2951,18,Female,Asian,High School,8.315721241,1,No,Low,Yes,No,Yes,Yes,3.240512074,1
2952,17,Male,Asian,Some College,12.02165331,25,No,High,Yes,No,No,No,0.705861631,4
2953,17,Male,African American,Bachelor's,14.19609427,3,No,Moderate,Yes,No,No,No,2.912722178,2
2954,18,Female,Caucasian,None,19.01184026,7,No,Moderate,No,No,No,No,2.894723042,2
2955,17,Male,Asian,High School,4.892325481,12,No,Low,Yes,Yes,No,No,1.777279849,4
2956,15,Female,African American,Bachelor's,14.92261956,9,No,Low,No,No,No,Yes,2.457187515,3
2957,16,Female,Asian,High School,10.41631172,17,Yes,Moderate,No,No,No,No,1.939076537,4
2958,17,Male,African American,High School,5.371142812,8,No,Low,No,No,No,No,2.291686152,3
2959,15,Female,Asian,Some College,15.5321368,29,No,Low,No,Yes,No,No,0.584740729,4
2960,17,Male,African American,Bachelor's,11.0444456,0,No,None,Yes,No,Yes,Yes,2.90546616,2
2961,16,Male,Caucasian,Some College,13.21947641,12,No,Low,Yes,No,No,No,1.738942134,4
2962,15,Female,Other,Higher,6.458021372,17,Yes,High,No,Yes,No,No,1.669807052,4
2963,16,Male,African American,Some College,9.625479037,14,No,High,No,No,No,No,1.648288922,4
2964,16,Male,African American,None,12.34708502,1,No,None,Yes,No,No,Yes,2.71039131,2
2965,15,Female,Caucasian,Higher,8.098216285,10,No,Low,Yes,No,No,No,1.956169126,4
2966,15,Female,African American,Some College,3.967450797,28,No,Moderate,Yes,Yes,No,No,0.672936198,4
2967,15,Male,African American,High School,19.23280985,13,No,Moderate,Yes,Yes,No,No,2.607172929,2
2968,18,Male,Caucasian,Some College,10.2293508,21,No,High,Yes,No,Yes,No,1.5660205,4
2969,15,Female,Caucasian,High School,14.67840741,14,Yes,High,No,No,No,No,2.197394592,3
2970,15,Male,African American,None,8.220943871,13,Yes,High,Yes,No,No,No,2.332971817,3
2971,15,Male,Asian,None,7.102635281,15,No,Moderate,Yes,No,No,No,1.773293697,4
2972,15,Male,African American,Some College,8.143285969,22,No,Moderate,Yes,Yes,No,Yes,1.149649627,4
2973,17,Male,Caucasian,Bachelor's,8.183932876,28,Yes,High,No,No,No,No,0.840985451,4
2974,18,Male,African American,Some College,10.88360232,14,No,None,Yes,Yes,No,No,1.563574034,4
2975,16,Male,Caucasian,Higher,10.8693974,18,No,None,No,No,No,No,0.870713478,4
2976,15,Male,Caucasian,High School,9.943076318,26,Yes,None,No,Yes,Yes,No,0.613165988,4
2977,17,Female,Caucasian,High School,2.695715698,8,No,Moderate,Yes,Yes,No,No,2.572391709,2
2978,17,Female,Caucasian,High School,9.92150957,4,No,Low,No,No,No,No,2.307596623,3
2979,17,Female,Caucasian,High School,3.382078008,4,No,Low,No,No,Yes,No,2.318046521,3
2980,16,Female,Caucasian,High School,2.522715726,10,No,High,Yes,No,No,No,2.310557286,3
2981,15,Female,Caucasian,Some College,18.65291435,27,Yes,Very High,Yes,Yes,Yes,Yes,1.585820037,4
2982,18,Male,Caucasian,Bachelor's,12.09900026,19,No,Low,Yes,No,Yes,No,1.63061374,4
2983,18,Male,African American,Higher,13.18980116,24,Yes,Moderate,No,Yes,Yes,No,1.5586322,4
2984,17,Male,Caucasian,High School,8.035873407,23,No,Low,Yes,No,No,No,0.683505301,4
2985,16,Male,Caucasian,Bachelor's,18.17961784,27,No,Very High,No,No,No,No,0.970912379,4
2986,16,Female,Asian,High School,12.75860979,3,No,Low,Yes,No,No,Yes,3.344626675,1
2987,16,Male,Caucasian,High School,15.38339739,19,No,High,No,Yes,No,No,1.885916652,4
2988,18,Male,African American,Bachelor's,7.371249381,17,No,Low,Yes,No,No,No,1.469964557,4
2989,17,Female,Caucasian,Some College,19.20023762,24,No,High,No,No,No,No,1.436375445,4
2990,15,Male,Caucasian,High School,16.4092258,2,Yes,Low,Yes,Yes,No,No,3.399542858,1
2991,18,Male,African American,Some College,17.07896926,3,Yes,Low,No,Yes,No,No,3.563535791,0
2992,17,Female,African American,High School,3.443885349,13,No,Low,Yes,Yes,Yes,No,2.07443875,3
2993,17,Male,Asian,Some College,5.419264157,6,No,Low,No,No,No,No,2.504005287,2
2994,15,Male,African American,Some College,5.712531994,25,Yes,High,Yes,No,No,No,0.966948807,4
2995,15,Male,Other,Higher,5.418184465,7,No,High,No,No,No,No,2.691044205,2
2996,15,Male,Caucasian,None,17.10816324,23,No,Moderate,No,Yes,No,No,0.864785084,4
2997,16,Male,Caucasian,High School,0.637695904,15,Yes,Very High,Yes,No,No,No,1.993952453,4
2998,15,Female,Caucasian,Some College,1.52199978,19,No,Moderate,Yes,No,No,No,1.20017972,4
2999,17,Female,Caucasian,Some College,5.478297413,14,No,Very High,No,Yes,No,No,2.195712898,3
3000,15,Female,African American,High School,3.997459493,6,No,Low,No,No,Yes,No,1.901266524,4
3001,17,Female,African American,Some College,4.637192278,25,No,Very High,Yes,No,Yes,No,0.839976524,4
3002,18,Female,Caucasian,Bachelor's,15.95886379,16,No,None,Yes,No,No,Yes,1.362043769,4
3003,16,Female,Other,Bachelor's,11.26253188,21,No,Moderate,No,No,No,No,0.850743865,4
3004,18,Male,Asian,Bachelor's,0.115413226,21,Yes,Moderate,Yes,No,No,No,1.003365306,4
3005,18,Female,Caucasian,Bachelor's,8.586455314,21,No,Moderate,Yes,Yes,No,No,1.390539698,4
3006,17,Female,Caucasian,Some College,8.157698537,11,No,Moderate,No,Yes,No,Yes,2.439981326,3
3007,18,Male,Caucasian,Bachelor's,2.278905389,17,No,Moderate,No,No,Yes,No,1.243311716,4
3008,17,Male,Caucasian,High School,13.52283577,23,Yes,Very High,Yes,No,No,No,1.964846656,4
3009,15,Female,Caucasian,High School,14.04194377,13,Yes,Very High,Yes,No,No,No,2.688229331,2
3010,15,Male,African American,High School,14.41786438,14,Yes,Very High,Yes,Yes,No,No,2.739701667,2
3011,17,Female,Caucasian,Some College,14.56941891,14,No,Very High,No,No,Yes,No,2.496121936,3
3012,15,Male,Caucasian,High School,0.001056539,4,Yes,High,No,Yes,No,No,2.968807133,2
3013,16,Female,Other,Higher,19.07841608,15,No,Very High,No,Yes,No,No,2.215944169,3
3014,18,Male,African American,High School,16.28417534,4,No,High,Yes,No,No,No,3.503743265,0
3015,16,Male,Other,None,18.07963393,1,No,Moderate,No,No,Yes,No,3.384729472,1
3016,18,Female,Caucasian,Some College,0.312865906,19,No,High,No,No,No,No,1.41760401,4
3017,15,Female,Caucasian,None,18.67717592,27,Yes,Very High,No,No,No,No,1.139337063,4
3018,16,Female,African American,High School,16.19577057,24,No,High,No,No,No,No,0.769589864,4
3019,15,Female,Caucasian,High School,16.74438286,8,No,Moderate,No,No,No,No,2.348443454,3
3020,18,Female,Caucasian,Some College,1.865747694,21,No,None,No,No,No,Yes,0.32183143,4
3021,17,Male,African American,Some College,14.77556058,26,No,High,Yes,No,Yes,No,1.124137186,4
3022,17,Female,African American,Some College,19.19833379,8,No,Very High,No,No,No,No,2.717096954,2
3023,16,Female,Caucasian,Some College,13.57094683,3,No,Moderate,No,No,No,No,2.65654078,2
3024,15,Male,Caucasian,Some College,11.41122809,14,No,Low,No,No,No,No,1.527748066,4
3025,15,Male,Caucasian,High School,18.91259355,10,No,Moderate,No,Yes,Yes,No,2.735672949,2
3026,16,Female,Caucasian,High School,8.858742435,0,Yes,Moderate,No,Yes,Yes,No,3.748102281,0
3027,17,Male,Caucasian,Some College,11.98587133,17,Yes,Moderate,No,No,No,No,1.706212489,4
3028,18,Male,Caucasian,None,9.52676587,28,Yes,High,No,No,No,No,0.959041523,4
3029,16,Female,Caucasian,None,18.65692443,0,Yes,Very High,Yes,No,No,Yes,4,0
3030,18,Male,Other,Some College,1.521694535,7,No,High,No,No,No,No,1.858924856,4
3031,17,Male,African American,Some College,10.02239402,24,Yes,Moderate,No,No,No,No,1.000775557,4
3032,15,Female,Asian,High School,13.73904883,15,No,Very High,Yes,Yes,No,No,2.413651873,3
3033,17,Female,Caucasian,High School,15.83813077,25,Yes,Moderate,No,No,No,No,1.172191633,4
3034,16,Male,Caucasian,Bachelor's,11.66037295,27,No,Low,Yes,No,No,No,0.2759351,4
3035,15,Male,Caucasian,Bachelor's,18.17835488,21,Yes,Moderate,No,Yes,No,No,1.90764038,4
3036,16,Female,Caucasian,Some College,18.83982894,17,No,High,No,No,Yes,No,2.018579782,3
3037,16,Male,Caucasian,Some College,1.286384464,21,No,High,No,No,No,No,0.91571218,4
3038,17,Male,Asian,Some College,8.047410791,8,No,Very High,Yes,Yes,No,No,3.12911664,1
3039,16,Male,African American,Higher,0.469180434,11,No,Moderate,No,No,No,No,1.945989188,4
3040,17,Female,African American,Higher,6.588333147,18,Yes,Low,No,No,No,No,1.510058697,4
3041,15,Male,Caucasian,High School,10.73736436,24,No,None,No,Yes,No,No,0.153031812,4
3042,17,Male,Other,Bachelor's,18.21589861,17,No,High,No,Yes,No,No,1.711984677,4
3043,15,Female,Caucasian,High School,16.93108645,26,Yes,High,Yes,Yes,No,No,1.419977099,4
3044,17,Male,Caucasian,High School,2.549994533,4,No,Moderate,No,Yes,No,No,2.438731253,3
3045,18,Male,Caucasian,Some College,1.860607495,26,No,Moderate,Yes,No,No,No,0.316755974,4
3046,18,Female,Asian,Some College,11.78534678,1,No,Very High,No,Yes,No,No,3.543315915,0
3047,16,Female,Other,Bachelor's,10.64235945,6,No,Very High,Yes,Yes,No,No,3.125269662,1
3048,17,Female,Caucasian,None,5.327552829,26,Yes,Low,No,Yes,No,No,0.655011588,4
3049,17,Female,Asian,Some College,17.98906169,9,Yes,High,Yes,Yes,No,No,3.511613863,0
3050,15,Male,Asian,Bachelor's,18.54732819,14,Yes,High,No,No,Yes,No,2.862562819,2
3051,16,Male,Caucasian,Bachelor's,8.052228767,24,No,Low,Yes,Yes,Yes,No,1.116228461,4
3052,17,Female,Caucasian,High School,17.80605114,6,No,Moderate,Yes,No,No,No,3.201181955,1
3053,16,Female,Caucasian,High School,7.678977885,27,No,Low,No,No,No,No,0.100592148,4
3054,18,Male,Other,Some College,14.73633664,4,Yes,Low,Yes,No,No,No,3.017133682,1
3055,17,Female,Caucasian,High School,9.518844351,14,No,High,Yes,Yes,No,No,2.220548509,3
3056,17,Male,Asian,Higher,2.45166313,19,No,Moderate,Yes,No,No,Yes,1.111068462,4
3057,16,Female,Caucasian,Bachelor's,18.55868402,27,No,Moderate,No,Yes,No,No,0.991892391,4
3058,17,Male,Asian,High School,9.081931868,19,No,Moderate,No,No,No,No,1.175347658,4
3059,16,Female,Caucasian,High School,14.68974081,14,Yes,None,Yes,No,No,No,2.292539642,3
3060,17,Female,African American,None,7.343476289,9,No,High,No,No,No,Yes,2.294221357,3
3061,15,Male,Asian,Bachelor's,0.377617572,23,No,Moderate,No,No,No,Yes,0.369920627,4
3062,16,Female,Asian,High School,2.010607174,25,No,Moderate,Yes,Yes,No,No,0.665741207,4
3063,17,Male,Asian,Some College,9.92438959,28,Yes,Very High,No,No,No,No,0.728918814,4
3064,18,Male,Caucasian,Some College,13.79928714,25,No,Moderate,No,No,Yes,No,1.010198034,4
3065,17,Male,African American,Some College,6.694706532,13,No,High,No,No,No,No,1.829810546,4
3066,18,Male,Caucasian,None,13.90976918,25,No,Moderate,Yes,No,No,No,0.94094722,4
3067,18,Male,Caucasian,High School,13.97271179,25,No,High,Yes,No,No,No,1.152866691,4
3068,15,Female,African American,Bachelor's,14.07871815,9,Yes,High,Yes,No,No,No,3.030196983,1
3069,16,Female,Caucasian,Bachelor's,9.85043708,16,No,Low,Yes,No,No,No,1.757091954,4
3070,17,Male,African American,Some College,18.297723,20,Yes,High,No,No,Yes,No,1.966123443,4
3071,15,Female,Other,None,9.78393036,13,No,None,No,No,No,Yes,1.301643736,4
3072,17,Male,Caucasian,High School,9.00530387,1,Yes,Very High,No,Yes,Yes,No,3.772896608,0
3073,18,Female,African American,Some College,3.98761638,15,Yes,Moderate,No,Yes,Yes,No,1.922165909,4
3074,16,Female,Caucasian,High School,6.153101747,12,No,High,No,No,No,No,1.789036776,4
3075,17,Female,Caucasian,Bachelor's,0.84668985,26,No,Moderate,Yes,No,No,Yes,0.632988118,4
3076,17,Female,Caucasian,Some College,12.67070587,8,No,High,Yes,No,Yes,No,2.850435292,2
3077,18,Male,Other,None,4.970714879,6,No,Very High,No,No,No,No,2.684821287,2
3078,17,Male,Asian,Bachelor's,6.08310509,15,No,High,Yes,No,No,No,1.89934025,4
3079,17,Female,Other,Higher,15.41629043,9,No,Low,Yes,No,No,No,2.454306702,3
3080,18,Female,Other,None,6.544423663,23,Yes,Moderate,Yes,No,No,No,1.208332283,4
3081,15,Male,Caucasian,Some College,4.84391784,21,No,Moderate,No,Yes,No,No,1.526916046,4
3082,18,Female,Caucasian,High School,3.381154983,8,Yes,Moderate,No,Yes,No,No,2.686716754,2
3083,15,Male,African American,High School,15.49716804,21,No,Moderate,No,No,Yes,No,1.130785359,4
3084,16,Male,Caucasian,High School,2.59412516,22,No,Moderate,No,No,No,No,0.741103055,4
3085,15,Male,Caucasian,Some College,9.075075205,6,Yes,Moderate,No,No,Yes,No,2.893400295,2
3086,15,Female,Caucasian,Higher,10.13860232,15,No,Low,Yes,No,No,No,1.376380688,4
3087,16,Male,African American,Some College,13.74779825,8,No,Moderate,No,No,No,No,1.935602561,4
